route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
"1087384773","4418_248023","4418_298783","Montecatini T.","34043","1","904440906"
"1087384773","4418_248023","4418_298784","Viareggio","34040","0","2255164815"
"1087384773","4418_248023","4418_298785","Viareggio","34026","0","2255164815"
"1087384773","4418_248023","4418_298786","Firenze Smn","18527","1","4045474996"
"1087384773","4418_248023","4418_298787","Firenze Smn","18525","1","1917538918"
"1087384773","4418_248023","4418_298788","Firenze Smn","18519","1","4045474996"
"1087384773","4418_248023","4418_298789","Pistoia","34202","0","2511461242"
"1087384773","4418_248023","4418_298790","Firenze Smn","18485","1","3865866155"
"1087384773","4418_248023","4418_298791","Montecatini T.","34045","1","904440906"
"1087384773","4418_248023","4418_298792","Pistoia","34198","0","2511461242"
"1087384773","4418_248023","4418_298793","Pistoia","34214","0","2511461242"
"1087384773","4418_248023","4418_298794","Montecatini T.","34049","1","904440906"
"1087384773","4418_248023","4418_298795","Montecatini T.","34047","1","221804510"
"1087384773","4418_248023","4418_298796","Pistoia","34194","0","2511461242"
"1087384773","4418_248023","4418_298797","Pistoia","34210","0","2511461242"
"1087384773","4418_248023","4418_298798","Lucca","34028","0","3431291242"
"1087384773","4418_248023","4418_298799","Montecatini T.","34027","1","904440906"
"1087384773","4418_248023","4418_298800","Lucca","34042","0","3431291242"
"1087384773","4418_248011","4418_298802","Pistoia","18690","0","2083068938"
"1087384773","4418_248011","4418_298803","Pistoia","18658","0","2083068938"
"1087384773","4418_248011","4418_298804","Lucca","18561","0","3928012225"
"1087384773","4418_248011","4418_298805","Lucca","18573","0","3928012225"
"1087384773","4418_248011","4418_298806","Firenze Smn","18653","1","800103562"
"1087384773","4418_248011","4418_298807","Lucca","18599","0","3928012225"
"1087384773","4418_248011","4418_298808","Lucca","18555","0","3928012225"
"1087384773","4418_248011","4418_298809","Pistoia","18682","0","2083068938"
"1087384773","4418_248011","4418_298810","Lucca","18579","0","3928012225"
"1087384773","4418_248011","4418_298811","Pistoia","18670","0","2083068938"
"1087384773","4418_248024","4418_298814","Prato C.Le","17800","0","1381906571"
"1087384773","4418_248024","4418_298815","Firenze Smn","17807","1","2244286221"
"1087384773","4418_248015","4418_298816","Pistoia","18486","0","2478297587"
"1087384773","4418_248027","4418_298819","Prato C.Le","17858","0","3011645643"
"1087384773","4418_248031","4418_298877","Lucca","18637","1","2147381625"
"1087384773","4418_248033","4418_298897","Firenze Smn","18675","1","2014601387"
"1087384773","4418_248034","4418_298898","Lucca","18601","0","3928012225"
"1087384773","4418_248034","4418_298899","Firenze Smn","18663","1","2014601387"
"1087384773","4418_248034","4418_298900","Prato C.Le","18832","0","84330671"
"1087384773","4418_248034","4418_298901","Firenze Smn","18655","1","3430032113"
"1087384773","4418_248034","4418_298902","Pistoia","18662","0","2083068938"
"1087384773","4418_248034","4418_298903","Firenze Smn","18673","1","2014601387"
"1087384773","4418_248034","4418_298904","Pistoia","18672","0","2083068938"
"1087384773","4418_248035","4418_298905","Lucca","18635","1","2147381625"
"1087384773","4418_248035","4418_298906","Lucca","18593","0","3928012225"
"1087384773","4418_248035","4418_298907","Lucca","18633","1","2147381625"
"1087384773","4418_248035","4418_298908","Viareggio","18624","0","2060785310"
"1087384773","4418_248035","4418_298909","Lucca","18627","1","2147381625"
"1087384773","4418_248017","4418_298910","Lucca","18603","0","3928012225"
"1087384773","4418_248017","4418_298911","Lucca","18641","1","2147381625"
"1087384773","4418_248036","4418_298912","Viareggio","18626","0","2060785310"
"1087384773","4418_248037","4418_298913","Viareggio","18630","0","2060785310"
"1087384773","4418_248038","4418_298914","Lucca","18597","0","3928012225"
