route_id,trip_id,service_id,trip_short_name,trip_headsign,route_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,bikes_allowed,ticketing_trip_id,ticketing_type
001,001-29-1325062024-FR#M-00,001-29-1325062024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1325072024-FR#M-00,001-29-1325072024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1325082024-FR#M-00,001-29-1325082024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1325092024-FR#M-00,001-29-1325092024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1325102024-FR#M-00,001-29-1325102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1400012024-FR#M-00,001-29-1400012024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1400012025-FR#M-00,001-29-1400012025-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1400022024-FR#M-00,001-29-1400022024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1400032024-FR#M-00,001-29-1400032024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1400102024-FR#M-00,001-29-1400102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1400112023-FR#M-00,001-29-1400112023-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1400112024-FR#M-00,001-29-1400112024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1400122023-FR#M-00,001-29-1400122023-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1400122024-FR#M-00,001-29-1400122024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425012024-FR#M-00,001-29-1425012024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425012025-FR#M-00,001-29-1425012025-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425022024-FR#M-00,001-29-1425022024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425032024-FR#M-00,001-29-1425032024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425102024-FR#M-00,001-29-1425102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425112023-FR#M-00,001-29-1425112023-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425112024-FR#M-00,001-29-1425112024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425122023-FR#M-00,001-29-1425122023-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425122024-FR#M-00,001-29-1425122024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-29-1425122025-FR#M-00,001-29-1425122025-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0555042024-FR#M-00,001-3-0555042024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0555052024-FR#M-00,001-3-0555052024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0555062024-FR#M-00,001-3-0555062024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0555072024-FR#M-00,001-3-0555072024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0555082024-FR#M-00,001-3-0555082024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0555092024-FR#M-00,001-3-0555092024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0555102024-FR#M-00,001-3-0555102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655012024-FR#M-00,001-3-0655012024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655012025-FR#M-00,001-3-0655012025-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655022024-FR#M-00,001-3-0655022024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655032024-FR#M-00,001-3-0655032024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655042024-FR#M-00,001-3-0655042024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655052024-FR#M-00,001-3-0655052024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655062024-FR#M-00,001-3-0655062024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655072024-FR#M-00,001-3-0655072024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655082024-FR#M-00,001-3-0655082024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655092024-FR#M-00,001-3-0655092024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655102024-FR#M-00,001-3-0655102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655112023-FR#M-00,001-3-0655112023-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655112024-FR#M-00,001-3-0655112024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655122023-FR#M-00,001-3-0655122023-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655122024-FR#M-00,001-3-0655122024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0655122025-FR#M-00,001-3-0655122025-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0755012024-FR#M-00,001-3-0755012024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0755012025-FR#M-00,001-3-0755012025-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0755022024-FR#M-00,001-3-0755022024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0755032024-FR#M-00,001-3-0755032024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0755102024-FR#M-00,001-3-0755102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
001,001-3-0755112023-FR#M-00,001-3-0755112023-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,1,,1,,1
