Title,URL,Project Type,Description,Start Date,End Date,Funding Agency
Transportation and Education Facilities KGE2023,https://thomaspasquali.github.io/TransportationAndEducationFacilities_KGE2023, Knowledge Graph Generation,The goal of this project is to build a Knowledge Graph (KG) which satisfies the many different needs of students and professors to reach their middle/high school and university by public transportation within the region of Trentino or from the main Italian cities depending on the specific person engagements - domicile and residence,2023-10-10,2024-01-23,DataScientia Foundation
